area,perimeter,width,height,aspect_ratio,target_size
382.7950123772025,78.3274917602539,28,28,0.9999999642857155,1.0
537.7991274185479,92.76276779174805,33,34,0.9705882067474058,1.0
674.2885676249862,104.00447845458984,36,34,1.0588234982698972,1.0
670.3781116120517,103.56692886352539,38,37,1.0270269992695407,1.0
536.4013124480844,92.64266586303711,33,32,1.0312499677734386,1.0
593.5473567433655,97.4521541595459,35,34,1.0294117344290667,1.0
674.9209472611547,103.91728019714355,38,38,0.9999999736842113,1.0
539.7335804253817,92.9289665222168,34,34,0.9999999705882362,1.0
650.4424980524927,102.02419853210449,37,36,1.027777749228396,1.0
690.396172106266,105.46331024169922,35,32,1.0937499658203136,1.0
848.0092804580927,116.48273849487305,41,42,0.9761904529478465,1.0
641.2061212360859,101.28908157348633,34,34,0.9999999705882362,1.0
400.83347691223025,80.16100311279297,29,30,0.9666666344444454,1.0
858.3277727887034,118.13932037353516,42,38,1.105263128808865,1.0
482.12354514189065,88.20458793640137,32,32,0.9999999687500011,1.0
535.6411987077445,92.57618522644043,34,34,0.9999999705882362,1.0
675.2376815956086,103.94217300415039,37,37,0.9999999729729737,1.0
319.6341416873038,71.69500732421875,18,20,0.8999999550000022,1.0
287.2311649136245,70.82147216796875,24,13,1.8461537041420228,1.0
619.4782836399972,99.55767059326172,36,36,0.999999972222223,1.0
586.3922952171415,96.8630313873291,35,36,0.9722221952160502,1.0
460.03799871355295,85.79425811767578,31,31,0.9999999677419364,1.0
430.0552677884698,82.95134162902832,30,30,0.9999999666666678,1.0
741.6459890725091,108.93603897094727,37,37,0.9999999729729737,1.0
513.6322709340602,90.65859031677246,31,31,0.9999999677419364,1.0
691.3198205381632,105.17215538024902,38,38,0.9999999736842113,1.0
542.0826103677973,93.13091850280762,33,33,0.9999999696969707,1.0
632.8956776410341,100.6367015838623,33,34,0.9705882067474058,1.0
486.9294536188245,88.26669502258301,32,32,0.9999999687500011,1.0
509.6392902210355,90.30159378051758,33,33,0.9999999696969707,1.0
496.44123767502606,89.12400245666504,31,30,1.03333329888889,1.0
500.6496214289218,89.50125694274902,32,32,0.9999999687500011,1.0
723.853957593441,107.71192932128906,36,34,1.0588234982698972,1.0
663.4520910307765,103.03057479858398,37,38,0.9736841849030479,1.0
575.7821739241481,95.98260498046875,35,35,0.9999999714285723,1.0
556.577531285584,94.36844253540039,34,34,0.9999999705882362,1.0
609.7612805664539,98.77391242980957,36,35,1.0285713991836745,1.0
461.90806033462286,85.96845245361328,31,31,0.9999999677419364,1.0
401.3659090064466,80.13671875,29,29,0.9999999655172426,1.0
477.2958441004157,87.38869857788086,32,32,0.9999999687500011,1.0
539.6843519732356,92.9252700805664,34,34,0.9999999705882362,1.0
537.744240893051,92.75848388671875,34,33,1.0303029990817274,1.0
733.0879830857739,108.30352783203125,38,38,0.9999999736842113,1.0
674.271615371108,103.86873245239258,37,37,0.9999999729729737,1.0
624.9294635355473,99.9948844909668,37,36,1.027777749228396,1.0
684.2826393954456,104.63568115234375,37,36,1.027777749228396,1.0
507.22053088247776,90.08668327331543,32,33,0.969696940312214,1.0
319.50308933109045,71.83029365539551,27,26,1.0384614985207115,1.0
959.0931558515877,123.87927627563477,44,43,1.0232557901568422,1.0
619.1157032959163,99.5285472869873,36,36,0.999999972222223,1.0
453.43679900467396,85.17646789550781,31,31,0.9999999677419364,1.0
